user_id,txn_date,txn_type,amount_vnd,status
U00017,2024-04-14 18:00:00,loan_repayment,1880000,success
U00024,2024-04-09 03:00:00,loan_repayment,705000,success
U00024,2024-04-21 18:00:00,transfer,663000,success
U00024,2024-04-28 23:00:00,transfer,564000,success
U00024,2024-05-19 06:00:00,transfer,219000,success
U00025,2024-01-20 16:00:00,qr_payment,4792000,success
U00025,2024-03-05 07:00:00,transfer,3384000,success
U00025,2024-03-06 06:00:00,transfer,9995000,success
U00026,2024-03-17 22:00:00,card_payment,772000,success
U00026,2024-03-22 12:00:00,loan_repayment,1180000,success
U00026,2024-03-23 13:00:00,bill_payment,558000,success
U00026,2024-03-30 21:00:00,savings_deposit,636000,success
U00026,2024-04-08 01:00:00,transfer,871000,success
U00026,2024-04-14 01:00:00,bill_payment,111000,failed
U00026,2024-04-16 12:00:00,qr_payment,225000,success
U00026,2024-04-21 04:00:00,loan_repayment,1997000,success
U00026,2024-04-27 10:00:00,loan_repayment,934000,success
U00026,2024-04-27 12:00:00,transfer,1280000,success
U00026,2024-04-28 07:00:00,savings_deposit,1273000,success
U00026,2024-05-08 21:00:00,savings_deposit,549000,success
U00027,2024-02-06 04:00:00,savings_deposit,27126000,success
U00027,2024-02-08 06:00:00,savings_deposit,15029000,success
U00027,2024-02-15 04:00:00,bill_payment,9842000,success
U00027,2024-03-02 18:00:00,bill_payment,48249000,success
U00027,2024-03-06 14:00:00,qr_payment,45035000,success
U00027,2024-03-20 10:00:00,savings_deposit,22754000,success
U00029,2024-04-08 11:00:00,qr_payment,5150000,success
U00029,2024-04-17 03:00:00,qr_payment,3793000,failed
U00029,2024-04-19 16:00:00,loan_repayment,9291000,success
U00029,2024-05-06 01:00:00,qr_payment,8279000,success
U00030,2024-04-21 12:00:00,savings_deposit,486000,success
U00030,2024-05-02 23:00:00,savings_deposit,5403000,success
U00030,2024-05-21 14:00:00,qr_payment,7624000,success
U00030,2024-05-24 02:00:00,transfer,7604000,success
U00033,2024-02-08 05:00:00,qr_payment,27509000,failed
U00033,2024-03-14 10:00:00,qr_payment,1332000,failed
U00033,2024-03-25 02:00:00,qr_payment,31716000,success
U00040,2024-04-23 09:00:00,savings_deposit,954000,success
U00040,2024-05-04 05:00:00,bill_payment,1286000,success
U00040,2024-05-06 03:00:00,bill_payment,773000,success
U00040,2024-05-15 12:00:00,bill_payment,1896000,success
U00040,2024-05-18 15:00:00,savings_deposit,1527000,success
U00040,2024-05-20 08:00:00,savings_deposit,112000,success
U00040,2024-05-27 14:00:00,bill_payment,663000,success
U00040,2024-06-01 12:00:00,qr_payment,1479000,success
U00040,2024-06-06 14:00:00,savings_deposit,858000,success
U00042,2024-01-25 07:00:00,savings_deposit,1783000,success
U00042,2024-01-30 07:00:00,transfer,72000,success
U00042,2024-02-01 15:00:00,bill_payment,839000,success
U00042,2024-02-04 04:00:00,qr_payment,1572000,success
U00042,2024-02-12 03:00:00,qr_payment,1775000,success
U00042,2024-02-23 08:00:00,card_payment,1435000,success
U00042,2024-03-12 09:00:00,savings_deposit,498000,success
U00042,2024-03-14 06:00:00,bill_payment,1186000,success
U00042,2024-03-20 03:00:00,qr_payment,1993000,success
U00042,2024-03-20 07:00:00,transfer,160000,success
U00042,2024-03-23 04:00:00,transfer,1678000,success
U00046,2024-02-07 10:00:00,card_payment,2413000,success
U00046,2024-02-11 23:00:00,transfer,6856000,success
U00046,2024-02-22 08:00:00,loan_repayment,7705000,success
U00046,2024-03-03 21:00:00,transfer,4737000,success
U00046,2024-03-15 09:00:00,card_payment,259000,success
U00047,2024-01-24 20:00:00,loan_repayment,554000,success
U00047,2024-02-01 20:00:00,bill_payment,1754000,success
U00047,2024-02-06 18:00:00,transfer,235000,success
U00047,2024-02-20 12:00:00,qr_payment,1734000,success
U00047,2024-02-21 21:00:00,qr_payment,846000,success
U00047,2024-02-27 05:00:00,loan_repayment,1297000,failed
U00047,2024-03-01 21:00:00,transfer,1961000,success
U00047,2024-03-02 14:00:00,qr_payment,226000,success
U00047,2024-03-09 17:00:00,qr_payment,1022000,failed
U00047,2024-03-10 17:00:00,loan_repayment,458000,success
U00047,2024-03-16 11:00:00,transfer,51000,failed
U00048,2024-02-05 10:00:00,card_payment,1821000,success
U00048,2024-02-09 01:00:00,qr_payment,1034000,success
U00048,2024-02-16 02:00:00,transfer,1153000,success
U00048,2024-02-18 02:00:00,bill_payment,626000,success
U00048,2024-02-19 12:00:00,card_payment,444000,success
U00048,2024-02-21 13:00:00,qr_payment,1662000,success
U00048,2024-02-22 23:00:00,savings_deposit,559000,success
U00048,2024-02-23 03:00:00,qr_payment,219000,success
U00048,2024-02-25 01:00:00,qr_payment,159000,success
U00048,2024-02-25 10:00:00,card_payment,720000,success
U00048,2024-02-28 11:00:00,card_payment,1939000,success
U00048,2024-03-17 15:00:00,card_payment,442000,success
U00048,2024-03-20 08:00:00,bill_payment,1165000,success
U00048,2024-03-20 13:00:00,transfer,1538000,failed
U00052,2024-01-25 21:00:00,transfer,7781000,success
U00052,2024-02-03 20:00:00,transfer,6340000,success
U00052,2024-02-04 10:00:00,transfer,2372000,success
U00052,2024-02-13 19:00:00,card_payment,942000,failed
U00052,2024-02-27 18:00:00,transfer,8583000,success
U00052,2024-02-29 19:00:00,savings_deposit,7721000,success
U00052,2024-03-08 13:00:00,loan_repayment,8713000,success
U00053,2024-02-25 16:00:00,card_payment,26936000,success
U00053,2024-02-26 04:00:00,savings_deposit,4507000,success
U00053,2024-02-29 02:00:00,card_payment,21674000,success
U00053,2024-03-05 12:00:00,card_payment,29831000,success
U00053,2024-03-06 06:00:00,card_payment,46013000,success
U00053,2024-03-20 02:00:00,transfer,41048000,success
U00053,2024-03-31 16:00:00,card_payment,35424000,failed
U00053,2024-04-02 13:00:00,transfer,10786000,success
U00059,2024-03-03 17:00:00,qr_payment,5672000,success
U00059,2024-03-14 12:00:00,loan_repayment,6264000,failed
U00059,2024-03-17 09:00:00,qr_payment,3279000,success
U00065,2024-01-19 08:00:00,qr_payment,857000,success
U00065,2024-02-01 08:00:00,bill_payment,621000,success
U00065,2024-02-02 06:00:00,bill_payment,1793000,success
U00065,2024-02-07 13:00:00,bill_payment,335000,success
U00065,2024-03-01 12:00:00,transfer,1202000,success
U00065,2024-03-04 19:00:00,bill_payment,398000,success
U00065,2024-03-16 04:00:00,card_payment,550000,success
U00079,2024-01-12 10:00:00,transfer,481000,success
U00079,2024-01-22 22:00:00,transfer,1343000,success
U00079,2024-01-25 11:00:00,transfer,1699000,failed
U00079,2024-02-04 09:00:00,qr_payment,1264000,success
U00079,2024-02-11 22:00:00,qr_payment,1737000,failed
U00079,2024-02-24 03:00:00,qr_payment,495000,success
U00079,2024-03-06 09:00:00,savings_deposit,1260000,success
U00079,2024-03-07 02:00:00,qr_payment,552000,success
U00080,2024-01-13 17:00:00,card_payment,22483000,success
U00080,2024-01-17 18:00:00,savings_deposit,5465000,success
U00080,2024-01-22 11:00:00,card_payment,46640000,success
U00080,2024-01-25 21:00:00,bill_payment,45169000,success
U00080,2024-02-12 14:00:00,qr_payment,44027000,success
U00080,2024-02-24 07:00:00,card_payment,20753000,success
U00080,2024-03-04 17:00:00,transfer,29295000,success
U00080,2024-03-07 19:00:00,card_payment,46538000,success
U00085,2024-01-17 08:00:00,card_payment,1016000,success
U00085,2024-01-17 20:00:00,card_payment,663000,success
U00085,2024-01-21 17:00:00,card_payment,129000,success
U00085,2024-02-03 05:00:00,card_payment,843000,success
U00085,2024-02-09 15:00:00,card_payment,1130000,success
U00085,2024-02-11 06:00:00,card_payment,1194000,success
U00085,2024-02-29 05:00:00,card_payment,860000,success
U00091,2024-03-05 03:00:00,bill_payment,743000,success
U00091,2024-03-08 14:00:00,qr_payment,663000,success
U00091,2024-03-16 19:00:00,qr_payment,1801000,success
U00091,2024-03-18 17:00:00,qr_payment,1095000,success
U00091,2024-03-25 00:00:00,bill_payment,1350000,success
U00091,2024-03-27 19:00:00,card_payment,1263000,success
U00091,2024-04-04 13:00:00,bill_payment,984000,success
U00091,2024-04-04 19:00:00,bill_payment,1462000,success
U00093,2024-03-23 13:00:00,transfer,2878000,success
U00093,2024-03-29 12:00:00,transfer,5696000,success
U00093,2024-04-06 23:00:00,qr_payment,5296000,success
U00093,2024-04-16 23:00:00,card_payment,8932000,success
U00093,2024-04-17 20:00:00,qr_payment,6943000,success
U00093,2024-04-28 19:00:00,loan_repayment,5561000,success
U00093,2024-05-03 01:00:00,transfer,5544000,success
U00093,2024-05-13 18:00:00,loan_repayment,4503000,success
U00093,2024-05-15 20:00:00,card_payment,3949000,success
U00093,2024-05-20 02:00:00,loan_repayment,6019000,success
U00093,2024-05-21 12:00:00,transfer,728000,success
U00094,2024-04-17 10:00:00,card_payment,34360000,success
U00094,2024-04-17 22:00:00,qr_payment,13121000,success
U00094,2024-04-26 16:00:00,qr_payment,38585000,success
U00094,2024-05-06 09:00:00,bill_payment,15347000,success
U00094,2024-05-07 08:00:00,bill_payment,25032000,success
U00094,2024-05-11 12:00:00,transfer,2439000,success
U00094,2024-05-24 14:00:00,savings_deposit,40586000,success
U00094,2024-05-24 21:00:00,bill_payment,19051000,success
U00094,2024-05-29 07:00:00,qr_payment,3098000,success
U00094,2024-05-31 17:00:00,savings_deposit,33408000,success
U00094,2024-06-01 16:00:00,bill_payment,28587000,success
U00094,2024-06-06 12:00:00,savings_deposit,34017000,success
U00097,2024-02-21 21:00:00,card_payment,6279000,success
U00097,2024-03-05 09:00:00,loan_repayment,8745000,success
U00097,2024-03-21 06:00:00,transfer,8363000,success
U00097,2024-03-24 22:00:00,loan_repayment,3111000,success
U00097,2024-03-29 06:00:00,transfer,9067000,success
U00097,2024-04-06 16:00:00,transfer,1203000,failed
U00099,2024-01-31 12:00:00,transfer,855000,success
U00099,2024-02-12 19:00:00,bill_payment,688000,success
U00099,2024-02-14 12:00:00,qr_payment,444000,success
U00099,2024-02-17 14:00:00,savings_deposit,1443000,success
U00099,2024-02-22 06:00:00,qr_payment,1364000,success
U00099,2024-02-23 05:00:00,transfer,699000,success
U00099,2024-02-23 16:00:00,card_payment,599000,success
U00099,2024-03-12 19:00:00,card_payment,1704000,success
U00099,2024-03-17 07:00:00,qr_payment,1802000,success
U00099,2024-03-21 05:00:00,qr_payment,1990000,success
U00099,2024-03-22 06:00:00,qr_payment,311000,success
U00099,2024-03-26 09:00:00,qr_payment,1766000,success
U00100,2024-03-31 11:00:00,card_payment,760000,success
U00100,2024-04-03 05:00:00,qr_payment,1650000,success
U00100,2024-04-19 03:00:00,card_payment,1864000,success
U00100,2024-04-24 02:00:00,card_payment,1845000,success
U00100,2024-05-25 02:00:00,card_payment,1848000,success
U00103,2024-04-08 00:00:00,card_payment,5440000,success
U00108,2024-01-31 05:00:00,savings_deposit,4748000,success
U00108,2024-02-14 22:00:00,transfer,3164000,success
U00108,2024-02-15 19:00:00,qr_payment,8280000,success
U00108,2024-02-18 00:00:00,transfer,7184000,success
U00108,2024-02-27 20:00:00,loan_repayment,5178000,success
U00108,2024-03-12 22:00:00,qr_payment,1931000,success
U00108,2024-03-13 20:00:00,transfer,9134000,success
U00108,2024-03-15 07:00:00,transfer,4136000,success
U00111,2024-02-11 11:00:00,bill_payment,937000,success
U00111,2024-02-11 17:00:00,card_payment,595000,success
U00111,2024-02-21 16:00:00,bill_payment,1565000,success
U00111,2024-02-22 16:00:00,bill_payment,914000,success
U00111,2024-03-02 13:00:00,qr_payment,710000,success
U00111,2024-03-03 22:00:00,transfer,240000,failed
U00111,2024-03-10 15:00:00,transfer,1590000,success
U00111,2024-03-14 22:00:00,qr_payment,725000,success
U00111,2024-03-15 23:00:00,transfer,1630000,success
U00111,2024-03-29 14:00:00,bill_payment,187000,success
U00111,2024-03-31 23:00:00,qr_payment,1132000,success
U00116,2024-03-29 03:00:00,loan_repayment,566000,success
U00116,2024-04-17 13:00:00,transfer,682000,success
U00116,2024-04-29 01:00:00,qr_payment,1948000,success
U00116,2024-04-30 18:00:00,qr_payment,880000,success
U00116,2024-05-02 19:00:00,bill_payment,1313000,success
U00116,2024-05-14 11:00:00,loan_repayment,326000,success
U00122,2024-04-29 19:00:00,transfer,1857000,success
U00122,2024-05-05 07:00:00,bill_payment,1774000,success
U00122,2024-05-14 00:00:00,savings_deposit,350000,success
U00122,2024-05-26 07:00:00,card_payment,981000,success
U00122,2024-05-27 18:00:00,transfer,504000,success
U00122,2024-05-28 20:00:00,savings_deposit,100000,success
U00122,2024-05-29 00:00:00,qr_payment,1502000,success
U00122,2024-05-31 23:00:00,bill_payment,873000,success
U00122,2024-06-06 08:00:00,qr_payment,59000,success
U00122,2024-06-10 03:00:00,loan_repayment,1933000,success
U00122,2024-06-17 19:00:00,card_payment,1659000,success
U00123,2024-04-18 03:00:00,loan_repayment,30897000,success
U00123,2024-04-27 18:00:00,card_payment,36193000,success
U00123,2024-04-28 14:00:00,card_payment,35230000,success
U00123,2024-05-14 18:00:00,savings_deposit,1786000,success
U00123,2024-05-23 04:00:00,loan_repayment,33341000,success
U00123,2024-05-25 15:00:00,savings_deposit,10443000,success
U00123,2024-05-26 01:00:00,savings_deposit,25000000,success
U00123,2024-05-27 18:00:00,loan_repayment,37053000,success
U00123,2024-06-07 13:00:00,loan_repayment,6507000,success
U00124,2024-04-15 17:00:00,loan_repayment,2443000,success
U00124,2024-04-22 11:00:00,loan_repayment,8695000,success
U00124,2024-05-16 16:00:00,bill_payment,3643000,failed
U00124,2024-05-27 12:00:00,bill_payment,7106000,success
U00124,2024-05-31 04:00:00,bill_payment,1039000,success
U00124,2024-06-06 11:00:00,bill_payment,4417000,success
U00124,2024-06-09 05:00:00,loan_repayment,4308000,success
U00131,2024-02-25 18:00:00,savings_deposit,44786000,success
U00131,2024-03-30 20:00:00,savings_deposit,29513000,success
U00131,2024-04-12 12:00:00,savings_deposit,38586000,success
U00131,2024-04-14 09:00:00,loan_repayment,46672000,success
U00133,2024-02-22 14:00:00,loan_repayment,4185000,success
U00133,2024-02-26 01:00:00,card_payment,8286000,success
U00133,2024-02-29 10:00:00,loan_repayment,5267000,success
U00135,2024-05-02 05:00:00,qr_payment,1360000,success
U00135,2024-05-09 14:00:00,qr_payment,1258000,success
U00135,2024-05-11 14:00:00,qr_payment,580000,success
U00135,2024-05-14 04:00:00,loan_repayment,574000,success
U00135,2024-05-23 16:00:00,bill_payment,1140000,success
U00135,2024-06-09 06:00:00,qr_payment,68000,success
U00135,2024-06-14 01:00:00,bill_payment,819000,success
U00135,2024-06-19 05:00:00,bill_payment,291000,success
U00135,2024-06-19 10:00:00,card_payment,691000,success
U00135,2024-06-22 14:00:00,savings_deposit,339000,success
U00135,2024-06-23 08:00:00,bill_payment,1106000,success
U00135,2024-06-25 02:00:00,bill_payment,336000,failed
U00138,2024-05-07 09:00:00,qr_payment,202000,success
U00139,2024-02-12 08:00:00,transfer,8008000,success
U00139,2024-02-17 16:00:00,transfer,5186000,failed
U00139,2024-02-22 22:00:00,savings_deposit,2826000,success
U00139,2024-02-27 16:00:00,card_payment,6072000,success
U00139,2024-03-09 16:00:00,transfer,5357000,success
U00139,2024-03-18 01:00:00,savings_deposit,4205000,success
U00139,2024-03-25 21:00:00,savings_deposit,9374000,success
U00139,2024-03-29 23:00:00,savings_deposit,3779000,success
U00139,2024-04-05 03:00:00,card_payment,3807000,success
U00139,2024-04-07 22:00:00,card_payment,5642000,success
U00139,2024-04-10 20:00:00,card_payment,4974000,success
U00140,2024-02-08 02:00:00,transfer,4217000,success
U00140,2024-02-11 05:00:00,bill_payment,1533000,success
U00140,2024-02-22 23:00:00,card_payment,2147000,success
U00140,2024-02-25 22:00:00,card_payment,4739000,success
U00140,2024-02-28 07:00:00,card_payment,6091000,success
U00140,2024-03-03 19:00:00,bill_payment,4866000,success
U00140,2024-03-09 18:00:00,transfer,5013000,success
U00140,2024-03-12 08:00:00,card_payment,515000,success
U00140,2024-03-12 08:00:00,card_payment,4230000,success
U00140,2024-03-12 09:00:00,bill_payment,5786000,success
U00140,2024-03-17 07:00:00,card_payment,1316000,success
U00142,2024-04-14 20:00:00,qr_payment,5294000,success
U00144,2024-04-30 07:00:00,bill_payment,9864000,success
U00144,2024-05-03 17:00:00,qr_payment,7260000,success
U00144,2024-05-20 10:00:00,savings_deposit,4549000,success
U00144,2024-05-24 14:00:00,qr_payment,1313000,success
U00144,2024-05-24 20:00:00,savings_deposit,5085000,success
U00144,2024-05-26 07:00:00,savings_deposit,5085000,success
U00144,2024-06-05 20:00:00,transfer,686000,success
U00144,2024-06-18 18:00:00,transfer,2685000,success
U00144,2024-06-18 20:00:00,transfer,1199000,failed
U00144,2024-06-20 04:00:00,bill_payment,9568000,failed
U00144,2024-06-21 17:00:00,transfer,9111000,success
U00146,2024-03-26 04:00:00,bill_payment,9228000,success
U00146,2024-03-28 03:00:00,bill_payment,6769000,success
U00146,2024-04-25 21:00:00,bill_payment,6980000,success
U00148,2024-02-06 19:00:00,loan_repayment,7980000,success
U00148,2024-02-08 20:00:00,loan_repayment,1526000,success
U00148,2024-02-09 14:00:00,card_payment,8557000,success
U00148,2024-02-10 01:00:00,bill_payment,7593000,success
U00148,2024-02-14 19:00:00,qr_payment,2510000,success
U00148,2024-02-24 04:00:00,qr_payment,5108000,success
U00148,2024-02-24 14:00:00,savings_deposit,7348000,success
U00148,2024-03-07 16:00:00,transfer,7210000,success
U00148,2024-03-07 19:00:00,bill_payment,5750000,success
U00148,2024-03-09 12:00:00,loan_repayment,7438000,success
U00148,2024-03-11 17:00:00,transfer,2880000,success
U00148,2024-03-11 18:00:00,bill_payment,705000,success
U00148,2024-03-15 04:00:00,card_payment,4971000,success
U00148,2024-03-19 22:00:00,bill_payment,327000,success
U00148,2024-04-02 15:00:00,bill_payment,5841000,success
U00152,2024-03-15 08:00:00,savings_deposit,1131000,success
U00152,2024-03-23 02:00:00,transfer,694000,success
U00152,2024-03-24 08:00:00,qr_payment,1260000,success
U00152,2024-04-01 18:00:00,loan_repayment,1088000,success
U00152,2024-04-08 07:00:00,loan_repayment,1810000,success
U00152,2024-04-13 06:00:00,transfer,1952000,success
U00152,2024-04-20 03:00:00,savings_deposit,1789000,success
U00152,2024-05-03 02:00:00,qr_payment,805000,success
U00152,2024-05-09 00:00:00,bill_payment,1370000,success
U00152,2024-05-12 20:00:00,bill_payment,999000,success
U00158,2024-05-02 06:00:00,bill_payment,1694000,success
U00158,2024-05-20 19:00:00,qr_payment,1178000,success
U00158,2024-06-15 20:00:00,qr_payment,949000,success
U00159,2024-04-08 15:00:00,loan_repayment,41788000,success
U00159,2024-04-27 13:00:00,card_payment,34445000,success
U00159,2024-04-30 17:00:00,card_payment,41986000,success
U00159,2024-05-07 23:00:00,card_payment,29199000,success
U00163,2024-01-20 15:00:00,savings_deposit,1503000,failed
U00163,2024-01-29 08:00:00,qr_payment,3049000,success
U00163,2024-02-12 15:00:00,card_payment,5370000,success
U00165,2024-03-28 04:00:00,savings_deposit,7244000,success
U00165,2024-03-31 15:00:00,savings_deposit,5845000,success
U00166,2024-01-26 17:00:00,loan_repayment,553000,success
U00166,2024-02-09 04:00:00,loan_repayment,1450000,success
U00166,2024-02-09 16:00:00,loan_repayment,1804000,success
U00166,2024-02-28 23:00:00,qr_payment,1799000,success
U00166,2024-03-02 07:00:00,qr_payment,434000,success
U00166,2024-03-04 17:00:00,transfer,154000,success
U00168,2024-01-20 23:00:00,qr_payment,1596000,success
U00168,2024-01-24 12:00:00,qr_payment,8283000,failed
U00168,2024-02-20 15:00:00,qr_payment,6381000,success
U00172,2024-04-04 06:00:00,qr_payment,475000,failed
U00172,2024-04-17 21:00:00,transfer,718000,success
U00175,2024-04-21 00:00:00,card_payment,170000,success
U00175,2024-05-11 19:00:00,card_payment,973000,success
U00175,2024-05-26 13:00:00,card_payment,1977000,success
U00178,2024-01-20 15:00:00,qr_payment,371000,success
U00178,2024-01-22 07:00:00,loan_repayment,219000,success
U00178,2024-02-17 13:00:00,qr_payment,4438000,success
U00178,2024-03-07 11:00:00,card_payment,3551000,success
U00178,2024-03-11 21:00:00,qr_payment,3167000,success
U00182,2024-03-02 07:00:00,savings_deposit,5096000,success
U00182,2024-03-07 19:00:00,loan_repayment,9214000,success
U00182,2024-03-15 04:00:00,loan_repayment,8149000,success
U00182,2024-03-22 22:00:00,qr_payment,3232000,success
U00182,2024-04-16 23:00:00,savings_deposit,3689000,success
U00182,2024-04-28 05:00:00,transfer,8022000,success
U00182,2024-05-01 00:00:00,loan_repayment,8513000,failed
U00185,2024-03-13 07:00:00,bill_payment,161000,success
U00185,2024-03-23 14:00:00,qr_payment,6677000,success
U00185,2024-03-25 06:00:00,savings_deposit,3452000,success
U00185,2024-04-02 01:00:00,card_payment,1945000,success
U00185,2024-04-07 06:00:00,card_payment,459000,failed
U00185,2024-04-07 07:00:00,loan_repayment,7941000,success
U00185,2024-04-11 00:00:00,card_payment,366000,success
U00185,2024-04-11 01:00:00,loan_repayment,851000,failed
U00185,2024-04-17 09:00:00,bill_payment,7489000,success
U00185,2024-04-18 07:00:00,card_payment,9516000,success
U00185,2024-04-19 15:00:00,qr_payment,3154000,failed
U00185,2024-04-22 07:00:00,bill_payment,4050000,success
U00185,2024-05-08 04:00:00,savings_deposit,8579000,success
U00187,2024-01-18 01:00:00,qr_payment,19625000,success
U00187,2024-02-09 07:00:00,card_payment,23761000,success
U00187,2024-02-11 12:00:00,card_payment,2971000,failed
U00187,2024-02-22 09:00:00,card_payment,37042000,success
U00188,2024-04-17 18:00:00,transfer,19662000,success
U00188,2024-04-29 18:00:00,bill_payment,23801000,success
U00188,2024-05-15 19:00:00,bill_payment,15594000,success
U00188,2024-05-16 14:00:00,loan_repayment,48471000,failed
U00188,2024-05-16 17:00:00,bill_payment,33508000,success
U00188,2024-05-26 18:00:00,bill_payment,2393000,failed
U00194,2024-04-16 10:00:00,loan_repayment,26245000,success
U00194,2024-05-15 15:00:00,loan_repayment,46789000,failed
U00195,2024-02-16 17:00:00,transfer,1128000,success
U00195,2024-02-22 12:00:00,savings_deposit,349000,success
U00195,2024-02-25 10:00:00,savings_deposit,1015000,success
U00195,2024-02-28 17:00:00,card_payment,1982000,success
U00195,2024-03-01 17:00:00,loan_repayment,330000,success
U00195,2024-03-06 17:00:00,bill_payment,1627000,success
U00195,2024-03-07 19:00:00,bill_payment,64000,success
U00195,2024-03-08 23:00:00,card_payment,1053000,success
U00195,2024-03-16 19:00:00,loan_repayment,1762000,success
U00195,2024-03-21 19:00:00,savings_deposit,1504000,success
U00195,2024-03-26 16:00:00,savings_deposit,1949000,success
U00195,2024-04-01 10:00:00,bill_payment,854000,success
U00196,2024-04-11 03:00:00,loan_repayment,12496000,success
U00196,2024-05-17 19:00:00,qr_payment,18978000,success
U00197,2024-04-03 19:00:00,loan_repayment,7125000,success
U00197,2024-04-11 02:00:00,qr_payment,2318000,success
U00197,2024-04-15 22:00:00,loan_repayment,7483000,success
U00197,2024-04-30 03:00:00,qr_payment,6043000,success
U00197,2024-04-30 12:00:00,card_payment,5711000,failed
U00197,2024-05-03 19:00:00,card_payment,6847000,success
U00197,2024-05-04 23:00:00,card_payment,2497000,success
U00197,2024-05-06 21:00:00,qr_payment,900000,success
U00197,2024-05-10 12:00:00,card_payment,9122000,success
U00197,2024-05-16 20:00:00,loan_repayment,9180000,success
U00197,2024-05-20 22:00:00,bill_payment,6740000,success
U00197,2024-05-23 14:00:00,qr_payment,6114000,success
U00203,2024-03-02 08:00:00,card_payment,2472000,failed
U00203,2024-03-09 02:00:00,savings_deposit,7960000,success
U00203,2024-03-09 09:00:00,savings_deposit,9850000,success
U00203,2024-03-25 20:00:00,savings_deposit,8266000,success
U00203,2024-03-26 11:00:00,transfer,8873000,success
U00203,2024-04-13 00:00:00,savings_deposit,4448000,success
U00203,2024-04-13 00:00:00,qr_payment,7558000,success
U00203,2024-04-15 19:00:00,savings_deposit,1139000,success
U00203,2024-04-19 01:00:00,savings_deposit,8428000,success
U00203,2024-04-27 20:00:00,savings_deposit,1863000,success
U00203,2024-04-29 03:00:00,savings_deposit,3811000,success
U00206,2024-04-28 07:00:00,transfer,1275000,success
U00206,2024-05-01 18:00:00,transfer,457000,success
U00206,2024-05-03 15:00:00,savings_deposit,386000,success
U00206,2024-05-07 17:00:00,bill_payment,960000,success
U00206,2024-05-13 14:00:00,loan_repayment,1482000,success
U00206,2024-05-20 03:00:00,savings_deposit,1660000,success
U00206,2024-05-21 16:00:00,transfer,1878000,success
U00206,2024-05-29 07:00:00,transfer,374000,success
U00206,2024-05-29 17:00:00,loan_repayment,734000,success
U00206,2024-05-31 16:00:00,transfer,1320000,success
U00206,2024-06-05 15:00:00,bill_payment,893000,success
U00206,2024-06-08 13:00:00,savings_deposit,971000,success
U00206,2024-06-10 12:00:00,loan_repayment,893000,failed
U00206,2024-06-16 14:00:00,transfer,184000,success
U00206,2024-06-20 17:00:00,loan_repayment,1888000,success
U00206,2024-06-22 05:00:00,loan_repayment,1287000,success
U00208,2024-02-13 05:00:00,qr_payment,1153000,success
U00208,2024-02-14 04:00:00,bill_payment,886000,success
U00208,2024-02-16 12:00:00,qr_payment,342000,success
