user_id,is_active_d30,is_active_d60,churn_flag
U00352,False,False,True
U00353,False,False,True
U00354,False,False,True
U00355,False,False,True
U00356,True,False,True
U00357,False,False,True
U00358,True,True,False
U00359,False,False,True
U00360,False,False,True
U00361,False,False,True
U00362,False,False,True
U00363,False,False,True
U00364,False,False,True
U00365,True,True,False
U00366,True,True,False
U00367,False,False,True
U00368,False,False,True
U00369,False,False,True
U00370,False,False,True
U00371,False,False,True
U00372,False,False,True
U00373,False,False,True
U00374,True,False,True
U00375,True,True,False
U00376,False,False,True
U00377,False,False,True
U00378,False,False,True
U00379,False,False,True
U00380,True,False,True
U00381,False,False,True
U00382,False,False,True
U00383,True,True,False
U00384,True,True,False
U00385,False,False,True
U00386,False,False,True
U00387,False,False,True
U00388,False,False,True
U00389,False,False,True
U00390,False,False,True
U00391,True,False,True
U00392,True,False,True
U00393,False,False,True
U00394,True,False,True
U00395,False,False,True
U00396,False,False,True
U00397,False,False,True
U00398,False,False,True
U00399,False,False,True
U00400,False,False,True
U00401,False,False,True
U00402,False,False,True
U00403,True,False,True
U00404,False,False,True
U00405,True,False,True
U00406,False,False,True
U00407,False,False,True
U00408,False,False,True
U00409,False,False,True
U00410,False,False,True
U00411,True,True,False
U00412,True,False,True
U00413,False,False,True
U00414,False,False,True
U00415,False,False,True
U00416,False,False,True
U00417,False,False,True
U00418,False,False,True
U00419,False,False,True
U00420,False,False,True
U00421,False,False,True
U00422,True,False,True
U00423,False,False,True
U00424,False,False,True
U00425,True,True,False
U00426,False,False,True
U00427,True,False,True
U00428,False,False,True
U00429,False,False,True
U00430,False,False,True
U00431,False,False,True
U00432,False,False,True
U00433,False,False,True
U00434,False,False,True
U00435,True,True,False
U00436,False,False,True
U00437,False,False,True
U00438,False,False,True
U00439,False,False,True
U00440,False,False,True
U00441,True,True,False
U00442,False,False,True
U00443,False,False,True
U00444,False,False,True
U00445,False,False,True
U00446,False,False,True
U00447,False,False,True
U00448,False,False,True
U00449,True,True,False
U00450,False,False,True
U00451,False,False,True
U00452,False,False,True
U00453,True,False,True
U00454,False,False,True
U00455,False,False,True
U00456,False,False,True
U00457,False,False,True
U00458,False,False,True
U00459,False,False,True
U00460,True,True,False
U00461,False,False,True
U00462,False,False,True
U00463,False,False,True
U00464,False,False,True
U00465,False,False,True
U00466,False,False,True
U00467,True,False,True
U00468,False,False,True
U00469,False,False,True
U00470,True,True,False
U00471,False,False,True
U00472,False,False,True
U00473,False,False,True
U00474,True,True,False
U00475,False,False,True
U00476,False,False,True
U00477,False,False,True
U00478,False,False,True
U00479,False,False,True
U00480,False,False,True
U00481,False,False,True
U00482,False,False,True
U00483,True,False,True
U00484,False,False,True
U00485,False,False,True
U00486,False,False,True
U00487,True,False,True
U00488,False,False,True
U00489,False,False,True
U00490,False,False,True
U00491,False,False,True
U00492,False,False,True
U00493,False,False,True
U00494,False,False,True
U00495,False,False,True
U00496,False,False,True
U00497,True,True,False
U00498,False,False,True
U00499,False,False,True
U00500,True,True,False
U00501,False,False,True
U00502,False,False,True
U00503,False,False,True
U00504,True,True,False
U00505,True,False,True
U00506,False,False,True
U00507,False,False,True
U00508,True,True,False
U00509,False,False,True
U00510,False,False,True
U00511,True,True,False
U00512,False,False,True
U00513,False,False,True
U00514,False,False,True
U00515,False,False,True
U00516,False,False,True
U00517,False,False,True
U00518,False,False,True
U00519,False,False,True
U00520,False,False,True
U00521,False,False,True
U00522,False,False,True
U00523,True,True,False
U00524,False,False,True
U00525,False,False,True
U00526,False,False,True
U00527,False,False,True
U00528,False,False,True
U00529,False,False,True
U00530,False,False,True
U00531,False,False,True
U00532,False,False,True
U00533,True,True,False
U00534,False,False,True
U00535,True,False,True
U00536,False,False,True
U00537,False,False,True
U00538,False,False,True
U00539,False,False,True
U00540,True,True,False
U00541,False,False,True
U00542,True,False,True
U00543,True,False,True
U00544,False,False,True
U00545,False,False,True
U00546,False,False,True
U00547,False,False,True
U00548,False,False,True
U00549,False,False,True
U00550,True,True,False
U00551,False,False,True
U00552,True,True,False
U00553,True,True,False
U00554,True,True,False
U00555,True,False,True
U00556,True,True,False
U00557,False,False,True
U00558,False,False,True
U00559,True,True,False
U00560,False,False,True
U00561,False,False,True
U00562,False,False,True
U00563,False,False,True
U00564,True,True,False
U00565,False,False,True
U00566,False,False,True
U00567,False,False,True
U00568,True,True,False
U00569,False,False,True
U00570,False,False,True
U00571,False,False,True
U00572,False,False,True
U00573,False,False,True
U00574,True,True,False
U00575,False,False,True
U00576,True,True,False
U00577,True,False,True
U00578,False,False,True
U00579,False,False,True
U00580,False,False,True
U00581,False,False,True
U00582,False,False,True
U00583,False,False,True
U00584,False,False,True
U00585,False,False,True
U00586,False,False,True
U00587,True,True,False
U00588,False,False,True
U00589,False,False,True
U00590,False,False,True
U00591,False,False,True
U00592,True,True,False
U00593,False,False,True
U00594,True,False,True
U00595,False,False,True
U00596,True,False,True
U00597,False,False,True
U00598,False,False,True
U00599,False,False,True
U00600,False,False,True
U00601,True,True,False
U00602,False,False,True
U00603,False,False,True
U00604,False,False,True
U00605,True,False,True
U00606,False,False,True
U00607,False,False,True
U00608,False,False,True
U00609,False,False,True
U00610,False,False,True
U00611,False,False,True
U00612,False,False,True
U00613,True,False,True
U00614,False,False,True
U00615,False,False,True
U00616,False,False,True
U00617,False,False,True
U00618,False,False,True
U00619,False,False,True
U00620,False,False,True
U00621,True,False,True
U00622,False,False,True
U00623,False,False,True
U00624,False,False,True
U00625,False,False,True
U00626,True,False,True
U00627,False,False,True
U00628,False,False,True
U00629,False,False,True
U00630,False,False,True
U00631,False,False,True
U00632,False,False,True
U00633,True,False,True
U00634,True,False,True
U00635,True,False,True
U00636,False,False,True
U00637,False,False,True
U00638,False,False,True
U00639,False,False,True
U00640,False,False,True
U00641,False,False,True
U00642,False,False,True
U00643,False,False,True
U00644,False,False,True
U00645,False,False,True
U00646,False,False,True
U00647,False,False,True
U00648,False,False,True
U00649,True,False,True
U00650,False,False,True
U00651,False,False,True
U00652,False,False,True
U00653,False,False,True
U00654,False,False,True
U00655,True,True,False
U00656,False,False,True
U00657,True,True,False
U00658,False,False,True
U00659,False,False,True
U00660,True,True,False
U00661,True,True,False
U00662,False,False,True
U00663,True,True,False
U00664,False,False,True
U00665,False,False,True
U00666,True,False,True
U00667,False,False,True
U00668,True,True,False
U00669,False,False,True
U00670,True,True,False
U00671,False,False,True
U00672,True,True,False
U00673,False,False,True
U00674,True,True,False
U00675,False,False,True
U00676,False,False,True
U00677,False,False,True
U00678,False,False,True
U00679,True,False,True
U00680,False,False,True
U00681,False,False,True
U00682,False,False,True
U00683,False,False,True
U00684,False,False,True
U00685,False,False,True
U00686,False,False,True
U00687,False,False,True
U00688,True,True,False
U00689,False,False,True
U00690,False,False,True
U00691,True,True,False
U00692,False,False,True
U00693,False,False,True
U00694,False,False,True
U00695,False,False,True
U00696,False,False,True
U00697,True,False,True
U00698,False,False,True
U00699,False,False,True
U00700,False,False,True
U00701,False,False,True
U00702,False,False,True
U00703,False,False,True
U00704,False,False,True
U00705,True,False,True
U00706,True,False,True
U00707,False,False,True
U00708,False,False,True
U00709,False,False,True
U00710,False,False,True
U00711,False,False,True
U00712,False,False,True
U00713,True,False,True
U00714,True,True,False
U00715,False,False,True
U00716,False,False,True
U00717,True,False,True
U00718,False,False,True
U00719,True,True,False
U00720,True,True,False
U00721,False,False,True
U00722,True,True,False
U00723,True,True,False
U00724,True,True,False
U00725,False,False,True
U00726,True,True,False
U00727,False,False,True
U00728,False,False,True
U00729,True,True,False
U00730,False,False,True
U00731,False,False,True
U00732,False,False,True
U00733,True,True,False
U00734,True,True,False
U00735,False,False,True
U00736,False,False,True
U00737,False,False,True
U00738,False,False,True
U00739,False,False,True
U00740,False,False,True
U00741,False,False,True
U00742,False,False,True
U00743,False,False,True
U00744,False,False,True
U00745,False,False,True
U00746,True,False,True
U00747,False,False,True
U00748,False,False,True
U00749,False,False,True
U00750,False,False,True
U00751,False,False,True
U00752,True,False,True
U00753,False,False,True
U00754,False,False,True
U00755,True,False,True
U00756,False,False,True
U00757,False,False,True
U00758,False,False,True
U00759,False,False,True
U00760,False,False,True
U00761,False,False,True
U00762,False,False,True
U00763,False,False,True
U00764,False,False,True
U00765,False,False,True
U00766,True,False,True
U00767,False,False,True
U00768,False,False,True
U00769,False,False,True
U00770,True,True,False
U00771,False,False,True
U00772,False,False,True
U00773,True,False,True
U00774,False,False,True
U00775,False,False,True
U00776,False,False,True
U00777,False,False,True
U00778,False,False,True
U00779,True,True,False
U00780,False,False,True
U00781,False,False,True
U00782,False,False,True
U00783,False,False,True
U00784,True,True,False
U00785,False,False,True
U00786,True,True,False
U00787,False,False,True
U00788,False,False,True
U00789,False,False,True
U00790,False,False,True
U00791,False,False,True
U00792,False,False,True
U00793,False,False,True
U00794,False,False,True
U00795,False,False,True
U00796,True,True,False
U00797,False,False,True
U00798,False,False,True
U00799,False,False,True
U00800,False,False,True
U00801,False,False,True
U00802,False,False,True
U00803,False,False,True
U00804,False,False,True
U00805,False,False,True
U00806,False,False,True
U00807,True,True,False
U00808,False,False,True
U00809,False,False,True
U00810,False,False,True
U00811,False,False,True
U00812,True,True,False
U00813,False,False,True
U00814,False,False,True
U00815,False,False,True
U00816,False,False,True
U00817,False,False,True
U00818,True,False,True
U00819,False,False,True
U00820,False,False,True
U00821,True,True,False
U00822,True,False,True
U00823,True,False,True
U00824,False,False,True
U00825,False,False,True
U00826,False,False,True
U00827,True,False,True
U00828,False,False,True
U00829,False,False,True
U00830,False,False,True
U00831,False,False,True
U00832,False,False,True
U00833,True,True,False
U00834,False,False,True
U00835,False,False,True
U00836,False,False,True
U00837,False,False,True
U00838,False,False,True
U00839,False,False,True
U00840,False,False,True
U00841,False,False,True
U00842,False,False,True
U00843,False,False,True
U00844,False,False,True
U00845,False,False,True
U00846,False,False,True
U00847,False,False,True
U00848,True,False,True
U00849,True,False,True
U00850,False,False,True
U00851,False,False,True
U00852,False,False,True
U00853,False,False,True
U00854,True,False,True
U00855,False,False,True
U00856,False,False,True
U00857,False,False,True
U00858,False,False,True
U00859,False,False,True
U00860,False,False,True
U00861,False,False,True
U00862,True,True,False
U00863,False,False,True
U00864,True,True,False
U00865,True,False,True
U00866,False,False,True
U00867,True,True,False
U00868,False,False,True
U00869,False,False,True
U00870,False,False,True
U00871,False,False,True
U00872,False,False,True
U00873,False,False,True
U00874,False,False,True
U00875,False,False,True
U00876,False,False,True
U00877,False,False,True
U00878,True,True,False
U00879,True,True,False
U00880,False,False,True
U00881,False,False,True
U00882,False,False,True
U00883,False,False,True
U00884,False,False,True
U00885,True,True,False
U00886,False,False,True
U00887,False,False,True
U00888,False,False,True
U00889,False,False,True
U00890,True,True,False
U00891,True,True,False
U00892,False,False,True
U00893,True,False,True
U00894,True,True,False
U00895,True,False,True
U00896,False,False,True
U00897,False,False,True
U00898,False,False,True
U00899,False,False,True
U00900,False,False,True
U00901,False,False,True
U00902,True,True,False
U00903,False,False,True
U00904,False,False,True
U00905,True,False,True
U00906,False,False,True
U00907,False,False,True
U00908,True,True,False
U00909,True,True,False
U00910,False,False,True
U00911,False,False,True
U00912,False,False,True
U00913,False,False,True
U00914,False,False,True
U00915,True,True,False
U00916,False,False,True
U00917,False,False,True
U00918,True,False,True
U00919,True,False,True
U00920,False,False,True
U00921,False,False,True
U00922,True,False,True
U00923,False,False,True
U00924,False,False,True
U00925,False,False,True
U00926,False,False,True
U00927,False,False,True
U00928,False,False,True
U00929,True,False,True
U00930,False,False,True
U00931,False,False,True
U00932,False,False,True
U00933,False,False,True
U00934,True,True,False
U00935,False,False,True
U00936,False,False,True
U00937,False,False,True
U00938,False,False,True
U00939,False,False,True
U00940,False,False,True
U00941,True,True,False
U00942,True,True,False
U00943,True,True,False
U00944,True,False,True
U00945,False,False,True
U00946,False,False,True
U00947,False,False,True
U00948,False,False,True
U00949,True,False,True
U00950,False,False,True
U00951,False,False,True
U00952,False,False,True
U00953,True,False,True
U00954,True,False,True
U00955,False,False,True
U00956,False,False,True
U00957,True,False,True
U00958,False,False,True
U00959,False,False,True
U00960,True,False,True
U00961,False,False,True
U00962,True,False,True
U00963,False,False,True
U00964,True,True,False
U00965,False,False,True
U00966,False,False,True
U00967,False,False,True
U00968,False,False,True
U00969,False,False,True
U00970,False,False,True
U00971,False,False,True
U00972,False,False,True
U00973,False,False,True
U00974,False,False,True
U00975,False,False,True
U00976,False,False,True
U00977,True,False,True
U00978,False,False,True
U00979,True,False,True
U00980,True,True,False
U00981,False,False,True
U00982,False,False,True
U00983,False,False,True
U00984,False,False,True
U00985,False,False,True
U00986,True,False,True
U00987,False,False,True
U00988,False,False,True
U00989,True,True,False
U00990,False,False,True
U00991,False,False,True
U00992,True,True,False
U00993,True,True,False
U00994,False,False,True
U00995,False,False,True
U00996,False,False,True
U00997,True,True,False
U00998,True,False,True
U00999,False,False,True
U01000,True,False,True
U01001,False,False,True
U01002,False,False,True
U01003,False,False,True
U01004,False,False,True
U01005,True,False,True
U01006,False,False,True
U01007,False,False,True
U01008,True,True,False
U01009,False,False,True
U01010,False,False,True
U01011,False,False,True
U01012,False,False,True
U01013,False,False,True
U01014,False,False,True
U01015,False,False,True
U01016,False,False,True
U01017,False,False,True
U01018,False,False,True
U01019,False,False,True
U01020,False,False,True
U01021,True,True,False
U01022,False,False,True
U01023,False,False,True
U01024,False,False,True
U01025,False,False,True
U01026,False,False,True
U01027,False,False,True
U01028,False,False,True
U01029,False,False,True
U01030,False,False,True
U01031,False,False,True
U01032,False,False,True
U01033,False,False,True
U01034,False,False,True
U01035,False,False,True
U01036,False,False,True
U01037,False,False,True
U01038,False,False,True
U01039,False,False,True
U01040,False,False,True
U01041,True,True,False
U01042,False,False,True
U01043,False,False,True
U01044,False,False,True
U01045,True,True,False
U01046,False,False,True
U01047,False,False,True
U01048,True,True,False
U01049,False,False,True
U01050,False,False,True
U01051,False,False,True
U01052,False,False,True
U01053,False,False,True
U01054,False,False,True
U01055,False,False,True
U01056,False,False,True
U01057,True,False,True
U01058,True,True,False
U01059,False,False,True
U01060,True,True,False
U01061,False,False,True
U01062,True,False,True
U01063,False,False,True
U01064,True,True,False
U01065,False,False,True
U01066,False,False,True
U01067,True,False,True
U01068,False,False,True
U01069,True,True,False
U01070,False,False,True
U01071,False,False,True
U01072,False,False,True
U01073,True,True,False
U01074,False,False,True
U01075,False,False,True
U01076,True,False,True
U01077,True,True,False
U01078,False,False,True
U01079,False,False,True
U01080,False,False,True
U01081,False,False,True
U01082,False,False,True
U01083,True,False,True
U01084,False,False,True
U01085,False,False,True
U01086,False,False,True
U01087,False,False,True
U01088,False,False,True
U01089,False,False,True
U01090,False,False,True
U01091,True,True,False
U01092,False,False,True
U01093,False,False,True
U01094,True,True,False
U01095,False,False,True
U01096,True,False,True
U01097,False,False,True
U01098,True,False,True
U01099,False,False,True
U01100,False,False,True
U01101,False,False,True
U01102,False,False,True
U01103,True,False,True
U01104,False,False,True
U01105,False,False,True
U01106,False,False,True
U01107,False,False,True
U01108,True,True,False
U01109,False,False,True
U01110,True,False,True
U01111,False,False,True
U01112,True,True,False
U01113,False,False,True
U01114,False,False,True
U01115,False,False,True
U01116,False,False,True
U01117,True,True,False
U01118,False,False,True
U01119,False,False,True
U01120,False,False,True
U01121,True,True,False
U01122,False,False,True
U01123,True,True,False
U01124,False,False,True
U01125,False,False,True
U01126,False,False,True
U01127,True,True,False
U01128,True,False,True
U01129,False,False,True
U01130,False,False,True
U01131,False,False,True
U01132,False,False,True
U01133,True,True,False
U01134,False,False,True
U01135,False,False,True
U01136,False,False,True
U01137,True,True,False
U01138,False,False,True
U01139,False,False,True
U01140,False,False,True
U01141,False,False,True
U01142,False,False,True
U01143,True,False,True
U01144,False,False,True
U01145,False,False,True
U01146,False,False,True
U01147,False,False,True
U01148,False,False,True
U01149,False,False,True
U01150,False,False,True
U01151,True,True,False
U01152,False,False,True
U01153,False,False,True
U01154,False,False,True
U01155,False,False,True
U01156,False,False,True
U01157,False,False,True
U01158,True,False,True
U01159,False,False,True
U01160,False,False,True
U01161,False,False,True
U01162,False,False,True
U01163,False,False,True
U01164,False,False,True
U01165,True,True,False
U01166,False,False,True
U01167,False,False,True
U01168,True,False,True
U01169,False,False,True
U01170,False,False,True
U01171,True,True,False
U01172,False,False,True
U01173,False,False,True
U01174,False,False,True
U01175,False,False,True
U01176,False,False,True
U01177,True,True,False
U01178,False,False,True
U01179,False,False,True
U01180,False,False,True
U01181,True,False,True
U01182,False,False,True
U01183,False,False,True
U01184,True,False,True
U01185,False,False,True
U01186,True,True,False
U01187,False,False,True
U01188,False,False,True
U01189,False,False,True
U01190,True,False,True
U01191,False,False,True
U01192,False,False,True
U01193,False,False,True
U01194,False,False,True
U01195,False,False,True
U01196,True,True,False
U01197,False,False,True
U01198,False,False,True
U01199,False,False,True
U01200,False,False,True
U01201,False,False,True
U01202,False,False,True
U01203,True,True,False
U01204,False,False,True
U01205,False,False,True
U01206,False,False,True
U01207,False,False,True
U01208,False,False,True
U01209,False,False,True
U01210,False,False,True
U01211,False,False,True
U01212,True,True,False
U01213,False,False,True
U01214,False,False,True
U01215,False,False,True
U01216,False,False,True
U01217,False,False,True
U01218,False,False,True
U01219,False,False,True
U01220,False,False,True
U01221,True,True,False
U01222,False,False,True
U01223,False,False,True
U01224,True,False,True
U01225,False,False,True
U01226,False,False,True
U01227,False,False,True
U01228,False,False,True
U01229,True,True,False
U01230,False,False,True
U01231,True,False,True
U01232,False,False,True
U01233,False,False,True
U01234,True,True,False
U01235,False,False,True
U01236,False,False,True
U01237,False,False,True
U01238,False,False,True
U01239,False,False,True
U01240,True,False,True
U01241,False,False,True
U01242,False,False,True
U01243,False,False,True
U01244,False,False,True
U01245,False,False,True
U01246,False,False,True
U01247,True,True,False
U01248,True,True,False
U01249,False,False,True
U01250,True,True,False
U01251,True,True,False
U01252,True,True,False
U01253,True,True,False
U01254,True,True,False
U01255,True,True,False
U01256,False,False,True
U01257,False,False,True
U01258,True,True,False
U01259,False,False,True
U01260,False,False,True
U01261,False,False,True
U01262,False,False,True
U01263,False,False,True
U01264,True,False,True
U01265,False,False,True
U01266,False,False,True
U01267,False,False,True
U01268,False,False,True
U01269,False,False,True
U01270,False,False,True
U01271,True,True,False
U01272,False,False,True
U01273,True,True,False
U01274,False,False,True
U01275,False,False,True
U01276,False,False,True
U01277,False,False,True
U01278,False,False,True
U01279,False,False,True
U01280,False,False,True
U01281,False,False,True
U01282,False,False,True
U01283,False,False,True
U01284,False,False,True
U01285,False,False,True
U01286,False,False,True
U01287,True,True,False
U01288,False,False,True
U01289,False,False,True
U01290,True,False,True
U01291,False,False,True
U01292,False,False,True
U01293,True,True,False
U01294,True,False,True
U01295,True,True,False
U01296,False,False,True
U01297,False,False,True
U01298,False,False,True
U01299,False,False,True
U01300,False,False,True
U01301,False,False,True
U01302,False,False,True
U01303,False,False,True
U01304,False,False,True
U01305,False,False,True
U01306,False,False,True
U01307,False,False,True
U01308,True,True,False
U01309,False,False,True
U01310,False,False,True
U01311,False,False,True
U01312,True,True,False
U01313,True,True,False
U01314,False,False,True
U01315,True,False,True
U01316,False,False,True
U01317,False,False,True
U01318,False,False,True
U01319,False,False,True
U01320,False,False,True
U01321,False,False,True
U01322,True,False,True
U01323,False,False,True
U01324,False,False,True
U01325,False,False,True
U01326,False,False,True
U01327,True,True,False
U01328,False,False,True
U01329,True,False,True
U01330,False,False,True
U01331,False,False,True
U01332,False,False,True
U01333,False,False,True
U01334,True,False,True
U01335,True,True,False
U01336,False,False,True
U01337,True,False,True
U01338,True,True,False
U01339,False,False,True
U01340,False,False,True
U01341,False,False,True
U01342,False,False,True
U01343,True,True,False
U01344,False,False,True
U01345,True,True,False
U01346,False,False,True
U01347,False,False,True
U01348,False,False,True
U01349,False,False,True
U01350,False,False,True
U01351,False,False,True
U01352,False,False,True
U01353,False,False,True
U01354,False,False,True
U01355,True,False,True
U01356,True,True,False
U01357,True,True,False
U01358,False,False,True
U01359,True,True,False
U01360,False,False,True
U01361,False,False,True
U01362,False,False,True
U01363,True,True,False
U01364,False,False,True
U01365,False,False,True
U01366,True,True,False
U01367,False,False,True
U01368,False,False,True
U01369,True,True,False
U01370,False,False,True
U01371,False,False,True
U01372,True,True,False
U01373,False,False,True
U01374,False,False,True
U01375,True,True,False
U01376,False,False,True
U01377,False,False,True
U01378,False,False,True
U01379,False,False,True
U01380,False,False,True
U01381,True,True,False
U01382,False,False,True
U01383,False,False,True
U01384,False,False,True
U01385,False,False,True
U01386,False,False,True
U01387,False,False,True
U01388,False,False,True
U01389,True,True,False
U01390,True,True,False
U01391,False,False,True
U01392,True,True,False
U01393,False,False,True
U01394,True,True,False
U01395,False,False,True
