user_id,event_time,event_name,session_id,status
U00019,2024-01-05 06:26:00,ekyc_start,SU00019_ekyc,failed
U00020,2024-01-12 02:21:00,app_install,SU00020_app_,success
U00020,2024-01-12 08:18:00,register_start,SU00020_regi,success
U00020,2024-01-12 20:20:00,register_complete,SU00020_regi,failed
U00021,2024-01-28 01:19:00,app_install,SU00021_app_,success
U00021,2024-01-28 04:24:00,register_start,SU00021_regi,success
U00021,2024-01-28 16:06:00,register_complete,SU00021_regi,success
U00021,2024-01-29 04:23:00,ekyc_start,SU00021_ekyc,success
U00021,2024-01-29 14:25:00,ekyc_complete,SU00021_ekyc,success
U00021,2024-01-30 00:20:00,account_activated,SU00021_acco,success
U00021,2024-02-15 02:00:00,card_payment,SU00021_card,success
U00022,2024-01-30 02:16:00,app_install,SU00022_app_,success
U00022,2024-01-30 05:03:00,register_start,SU00022_regi,success
U00022,2024-01-30 09:11:00,register_complete,SU00022_regi,success
U00022,2024-01-30 12:03:00,ekyc_start,SU00022_ekyc,success
U00022,2024-01-31 00:24:00,ekyc_complete,SU00022_ekyc,failed
U00023,2024-03-05 01:09:00,app_install,SU00023_app_,success
U00023,2024-03-05 05:03:00,register_start,SU00023_regi,success
U00023,2024-03-05 11:04:00,register_complete,SU00023_regi,success
U00023,2024-03-05 23:13:00,ekyc_start,SU00023_ekyc,success
U00023,2024-03-06 07:06:00,ekyc_complete,SU00023_ekyc,failed
U00024,2024-03-18 01:13:00,app_install,SU00024_app_,success
U00024,2024-03-18 07:04:00,register_start,SU00024_regi,success
U00024,2024-03-18 15:19:00,register_complete,SU00024_regi,success
U00024,2024-03-19 02:08:00,ekyc_start,SU00024_ekyc,success
U00024,2024-03-19 05:26:00,ekyc_complete,SU00024_ekyc,success
U00024,2024-03-19 06:11:00,account_activated,SU00024_acco,success
U00024,2024-03-24 21:00:00,transfer_initiated,SU00024_tran,success
U00025,2024-01-04 00:06:00,app_install,SU00025_app_,success
U00025,2024-01-04 12:29:00,register_start,SU00025_regi,success
U00025,2024-01-04 14:20:00,register_complete,SU00025_regi,success
U00025,2024-01-04 22:14:00,ekyc_start,SU00025_ekyc,success
U00025,2024-01-05 09:29:00,ekyc_complete,SU00025_ekyc,success
U00025,2024-01-05 16:04:00,account_activated,SU00025_acco,success
U00026,2024-03-12 00:14:00,app_install,SU00026_app_,success
U00026,2024-03-12 12:30:00,register_start,SU00026_regi,success
U00026,2024-03-13 00:22:00,register_complete,SU00026_regi,success
U00026,2024-03-13 05:04:00,ekyc_start,SU00026_ekyc,success
U00026,2024-03-13 06:18:00,ekyc_complete,SU00026_ekyc,success
U00026,2024-03-13 14:12:00,account_activated,SU00026_acco,success
U00026,2024-03-20 15:00:00,bill_payment,SU00026_bill,success
U00026,2024-03-27 20:00:00,loan_viewed,SU00026_loan,success
U00026,2024-04-13 21:00:00,transfer_initiated,SU00026_tran,success
U00026,2024-04-24 10:00:00,savings_opened,SU00026_savi,success
U00027,2024-01-26 02:03:00,app_install,SU00027_app_,success
U00027,2024-01-26 10:10:00,register_start,SU00027_regi,success
U00027,2024-01-26 17:29:00,register_complete,SU00027_regi,success
U00027,2024-01-27 04:21:00,ekyc_start,SU00027_ekyc,success
U00027,2024-01-27 13:12:00,ekyc_complete,SU00027_ekyc,success
U00027,2024-01-27 20:15:00,account_activated,SU00027_acco,success
U00027,2024-02-12 05:00:00,savings_opened,SU00027_savi,success
U00027,2024-02-27 05:00:00,bill_payment,SU00027_bill,success
U00028,2024-04-01 02:25:00,app_install,SU00028_app_,success
U00028,2024-04-01 14:03:00,register_start,SU00028_regi,success
U00028,2024-04-02 01:18:00,register_complete,SU00028_regi,success
U00028,2024-04-02 08:19:00,ekyc_start,SU00028_ekyc,failed
U00029,2024-03-24 00:27:00,app_install,SU00029_app_,success
U00029,2024-03-24 07:14:00,register_start,SU00029_regi,success
U00029,2024-03-24 16:30:00,register_complete,SU00029_regi,success
U00029,2024-03-25 00:08:00,ekyc_start,SU00029_ekyc,success
U00029,2024-03-25 08:13:00,ekyc_complete,SU00029_ekyc,success
U00029,2024-03-25 20:19:00,account_activated,SU00029_acco,success
U00029,2024-04-03 19:00:00,card_payment,SU00029_card,success
U00029,2024-04-07 10:00:00,loan_viewed,SU00029_loan,success
U00029,2024-04-09 11:00:00,qr_payment,SU00029_qr_p,success
U00030,2024-03-30 00:03:00,app_install,SU00030_app_,success
U00030,2024-03-30 11:27:00,register_start,SU00030_regi,success
U00030,2024-03-30 22:20:00,register_complete,SU00030_regi,success
U00030,2024-03-31 03:24:00,ekyc_start,SU00030_ekyc,success
U00030,2024-03-31 05:18:00,ekyc_complete,SU00030_ekyc,success
U00030,2024-03-31 12:28:00,account_activated,SU00030_acco,success
U00031,2024-03-10 02:28:00,app_install,SU00031_app_,success
U00031,2024-03-10 03:20:00,register_start,SU00031_regi,success
U00031,2024-03-10 13:14:00,register_complete,SU00031_regi,success
U00031,2024-03-10 15:05:00,ekyc_start,SU00031_ekyc,success
U00031,2024-03-11 01:25:00,ekyc_complete,SU00031_ekyc,failed
U00032,2024-02-23 00:19:00,app_install,SU00032_app_,success
U00032,2024-02-23 02:28:00,register_start,SU00032_regi,success
U00032,2024-02-23 11:29:00,register_complete,SU00032_regi,failed
U00033,2024-01-29 01:21:00,app_install,SU00033_app_,success
U00033,2024-01-29 09:16:00,register_start,SU00033_regi,success
U00033,2024-01-29 10:13:00,register_complete,SU00033_regi,success
U00033,2024-01-29 13:22:00,ekyc_start,SU00033_ekyc,success
U00033,2024-01-30 01:13:00,ekyc_complete,SU00033_ekyc,success
U00033,2024-01-30 07:02:00,account_activated,SU00033_acco,success
U00034,2024-02-27 01:29:00,app_install,SU00034_app_,success
U00034,2024-02-27 07:27:00,register_start,SU00034_regi,success
U00034,2024-02-27 12:27:00,register_complete,SU00034_regi,success
U00034,2024-02-27 20:22:00,ekyc_start,SU00034_ekyc,success
U00034,2024-02-27 22:08:00,ekyc_complete,SU00034_ekyc,failed
U00035,2024-03-16 00:24:00,app_install,SU00035_app_,success
U00035,2024-03-16 08:11:00,register_start,SU00035_regi,success
U00035,2024-03-16 13:20:00,register_complete,SU00035_regi,success
U00035,2024-03-17 00:15:00,ekyc_start,SU00035_ekyc,success
U00035,2024-03-17 04:14:00,ekyc_complete,SU00035_ekyc,failed
U00036,2024-02-05 02:17:00,app_install,SU00036_app_,success
U00036,2024-02-05 08:17:00,register_start,SU00036_regi,success
U00036,2024-02-05 11:23:00,register_complete,SU00036_regi,success
U00036,2024-02-05 20:25:00,ekyc_start,SU00036_ekyc,success
U00036,2024-02-06 05:01:00,ekyc_complete,SU00036_ekyc,failed
U00037,2024-04-13 00:27:00,app_install,SU00037_app_,success
U00037,2024-04-13 04:08:00,register_start,SU00037_regi,success
U00037,2024-04-13 05:30:00,register_complete,SU00037_regi,success
U00037,2024-04-13 11:09:00,ekyc_start,SU00037_ekyc,success
U00037,2024-04-13 17:17:00,ekyc_complete,SU00037_ekyc,failed
U00038,2024-04-21 01:04:00,app_install,SU00038_app_,success
U00038,2024-04-21 12:12:00,register_start,SU00038_regi,success
U00038,2024-04-21 20:06:00,register_complete,SU00038_regi,success
U00038,2024-04-22 04:12:00,ekyc_start,SU00038_ekyc,success
U00038,2024-04-22 10:29:00,ekyc_complete,SU00038_ekyc,success
U00038,2024-04-22 15:23:00,account_activated,SU00038_acco,failed
U00039,2024-01-01 00:13:00,app_install,SU00039_app_,success
U00039,2024-01-01 01:19:00,register_start,SU00039_regi,success
U00039,2024-01-01 05:21:00,register_complete,SU00039_regi,failed
U00040,2024-04-07 00:09:00,app_install,SU00040_app_,success
U00040,2024-04-07 11:01:00,register_start,SU00040_regi,success
U00040,2024-04-07 22:30:00,register_complete,SU00040_regi,success
U00040,2024-04-08 01:20:00,ekyc_start,SU00040_ekyc,success
U00040,2024-04-08 02:20:00,ekyc_complete,SU00040_ekyc,success
U00040,2024-04-08 07:23:00,account_activated,SU00040_acco,success
U00040,2024-05-04 05:00:00,bill_payment,SU00040_bill,success
U00040,2024-05-09 02:00:00,savings_opened,SU00040_savi,success
U00041,2024-04-13 00:22:00,app_install,SU00041_app_,success
U00041,2024-04-13 09:13:00,register_start,SU00041_regi,success
U00041,2024-04-13 19:17:00,register_complete,SU00041_regi,success
U00041,2024-04-14 06:27:00,ekyc_start,SU00041_ekyc,failed
U00042,2024-01-21 01:20:00,app_install,SU00042_app_,success
U00042,2024-01-21 11:22:00,register_start,SU00042_regi,success
U00042,2024-01-21 13:11:00,register_complete,SU00042_regi,success
U00042,2024-01-21 18:28:00,ekyc_start,SU00042_ekyc,success
U00042,2024-01-21 23:23:00,ekyc_complete,SU00042_ekyc,success
U00042,2024-01-22 10:05:00,account_activated,SU00042_acco,success
U00042,2024-01-25 15:00:00,savings_opened,SU00042_savi,success
U00042,2024-02-01 18:00:00,transfer_initiated,SU00042_tran,success
U00042,2024-02-13 16:00:00,qr_payment,SU00042_qr_p,success
U00042,2024-02-24 04:00:00,bill_payment,SU00042_bill,success
U00043,2024-03-30 01:13:00,app_install,SU00043_app_,success
U00043,2024-03-30 08:19:00,register_start,SU00043_regi,success
U00043,2024-03-30 20:27:00,register_complete,SU00043_regi,failed
U00044,2024-02-24 00:23:00,app_install,SU00044_app_,success
U00044,2024-02-24 04:21:00,register_start,SU00044_regi,success
U00044,2024-02-24 12:22:00,register_complete,SU00044_regi,failed
U00045,2024-02-13 01:28:00,app_install,SU00045_app_,success
U00045,2024-02-13 04:29:00,register_start,SU00045_regi,success
U00045,2024-02-13 13:04:00,register_complete,SU00045_regi,success
U00045,2024-02-13 21:09:00,ekyc_start,SU00045_ekyc,success
U00045,2024-02-14 09:25:00,ekyc_complete,SU00045_ekyc,failed
U00046,2024-02-05 00:29:00,app_install,SU00046_app_,success
U00046,2024-02-05 06:08:00,register_start,SU00046_regi,success
U00046,2024-02-05 12:28:00,register_complete,SU00046_regi,success
U00046,2024-02-05 17:29:00,ekyc_start,SU00046_ekyc,success
U00046,2024-02-05 23:19:00,ekyc_complete,SU00046_ekyc,success
U00046,2024-02-06 04:04:00,account_activated,SU00046_acco,success
U00046,2024-02-12 03:00:00,card_payment,SU00046_card,success
U00046,2024-03-16 07:00:00,transfer_initiated,SU00046_tran,success
U00047,2024-01-20 00:28:00,app_install,SU00047_app_,success
U00047,2024-01-20 11:10:00,register_start,SU00047_regi,success
U00047,2024-01-20 18:28:00,register_complete,SU00047_regi,success
U00047,2024-01-20 21:07:00,ekyc_start,SU00047_ekyc,success
U00047,2024-01-21 03:19:00,ekyc_complete,SU00047_ekyc,success
U00047,2024-01-21 11:28:00,account_activated,SU00047_acco,success
U00047,2024-01-25 23:00:00,savings_opened,SU00047_savi,success
U00047,2024-02-12 19:00:00,transfer_initiated,SU00047_tran,success
U00047,2024-02-20 07:00:00,loan_viewed,SU00047_loan,success
U00047,2024-03-03 04:00:00,qr_payment,SU00047_qr_p,success
U00048,2024-01-28 00:06:00,app_install,SU00048_app_,success
U00048,2024-01-28 10:16:00,register_start,SU00048_regi,success
U00048,2024-01-28 12:14:00,register_complete,SU00048_regi,success
U00048,2024-01-28 23:14:00,ekyc_start,SU00048_ekyc,success
U00048,2024-01-29 07:02:00,ekyc_complete,SU00048_ekyc,success
U00048,2024-01-29 16:12:00,account_activated,SU00048_acco,success
U00048,2024-01-31 13:00:00,card_payment,SU00048_card,success
U00048,2024-02-01 14:00:00,bill_payment,SU00048_bill,success
U00048,2024-02-15 00:00:00,qr_payment,SU00048_qr_p,success
U00049,2024-04-07 02:10:00,app_install,SU00049_app_,success
U00049,2024-04-07 05:17:00,register_start,SU00049_regi,success
U00049,2024-04-07 15:03:00,register_complete,SU00049_regi,success
U00049,2024-04-07 16:10:00,ekyc_start,SU00049_ekyc,success
U00049,2024-04-08 00:20:00,ekyc_complete,SU00049_ekyc,success
U00049,2024-04-08 09:29:00,account_activated,SU00049_acco,success
U00050,2024-02-13 00:29:00,app_install,SU00050_app_,success
U00050,2024-02-13 08:07:00,register_start,SU00050_regi,success
U00050,2024-02-13 11:30:00,register_complete,SU00050_regi,failed
U00051,2024-01-14 01:08:00,app_install,SU00051_app_,success
U00051,2024-01-14 13:07:00,register_start,SU00051_regi,failed
U00052,2024-01-12 02:17:00,app_install,SU00052_app_,success
U00052,2024-01-12 05:23:00,register_start,SU00052_regi,success
U00052,2024-01-12 16:13:00,register_complete,SU00052_regi,success
U00052,2024-01-13 03:18:00,ekyc_start,SU00052_ekyc,success
U00052,2024-01-13 13:02:00,ekyc_complete,SU00052_ekyc,success
U00052,2024-01-14 00:27:00,account_activated,SU00052_acco,success
U00052,2024-02-28 04:00:00,transfer_initiated,SU00052_tran,success
U00053,2024-02-18 01:04:00,app_install,SU00053_app_,success
U00053,2024-02-18 10:23:00,register_start,SU00053_regi,success
U00053,2024-02-18 13:22:00,register_complete,SU00053_regi,success
U00053,2024-02-19 00:14:00,ekyc_start,SU00053_ekyc,success
U00053,2024-02-19 11:17:00,ekyc_complete,SU00053_ekyc,success
U00053,2024-02-19 16:23:00,account_activated,SU00053_acco,success
U00053,2024-02-27 10:00:00,transfer_initiated,SU00053_tran,success
U00053,2024-03-04 14:00:00,card_payment,SU00053_card,success
U00053,2024-03-09 22:00:00,savings_opened,SU00053_savi,success
U00054,2024-01-13 00:27:00,app_install,SU00054_app_,success
U00054,2024-01-13 09:12:00,register_start,SU00054_regi,failed
U00055,2024-02-15 02:06:00,app_install,SU00055_app_,success
U00055,2024-02-15 03:30:00,register_start,SU00055_regi,success
U00055,2024-02-15 07:16:00,register_complete,SU00055_regi,success
U00055,2024-02-15 13:01:00,ekyc_start,SU00055_ekyc,success
U00055,2024-02-16 00:04:00,ekyc_complete,SU00055_ekyc,success
U00055,2024-02-16 10:05:00,account_activated,SU00055_acco,failed
U00056,2024-04-18 00:03:00,app_install,SU00056_app_,success
U00056,2024-04-18 12:29:00,register_start,SU00056_regi,success
U00056,2024-04-18 17:15:00,register_complete,SU00056_regi,success
U00056,2024-04-18 22:02:00,ekyc_start,SU00056_ekyc,success
U00056,2024-04-19 00:28:00,ekyc_complete,SU00056_ekyc,failed
U00057,2024-02-14 00:12:00,app_install,SU00057_app_,success
U00057,2024-02-14 11:24:00,register_start,SU00057_regi,success
U00057,2024-02-14 13:25:00,register_complete,SU00057_regi,success
U00057,2024-02-14 14:05:00,ekyc_start,SU00057_ekyc,success
U00057,2024-02-15 01:11:00,ekyc_complete,SU00057_ekyc,success
U00057,2024-02-15 07:20:00,account_activated,SU00057_acco,failed
U00058,2024-03-18 01:03:00,app_install,SU00058_app_,success
U00058,2024-03-18 07:06:00,register_start,SU00058_regi,success
U00058,2024-03-18 09:15:00,register_complete,SU00058_regi,success
U00058,2024-03-18 14:23:00,ekyc_start,SU00058_ekyc,success
U00058,2024-03-18 22:21:00,ekyc_complete,SU00058_ekyc,failed
U00059,2024-02-03 00:23:00,app_install,SU00059_app_,success
U00059,2024-02-03 12:28:00,register_start,SU00059_regi,success
U00059,2024-02-03 15:30:00,register_complete,SU00059_regi,success
U00059,2024-02-04 01:19:00,ekyc_start,SU00059_ekyc,success
U00059,2024-02-04 12:20:00,ekyc_complete,SU00059_ekyc,success
U00059,2024-02-04 19:20:00,account_activated,SU00059_acco,success
U00059,2024-02-13 09:00:00,qr_payment,SU00059_qr_p,success
U00059,2024-03-07 11:00:00,loan_viewed,SU00059_loan,success
U00060,2024-04-13 01:09:00,app_install,SU00060_app_,success
U00060,2024-04-13 12:23:00,register_start,SU00060_regi,success
U00060,2024-04-13 23:24:00,register_complete,SU00060_regi,success
U00060,2024-04-14 09:08:00,ekyc_start,SU00060_ekyc,success
U00060,2024-04-14 20:17:00,ekyc_complete,SU00060_ekyc,failed
U00061,2024-01-06 02:20:00,app_install,SU00061_app_,success
U00061,2024-01-06 04:24:00,register_start,SU00061_regi,success
U00061,2024-01-06 08:22:00,register_complete,SU00061_regi,success
U00061,2024-01-06 19:05:00,ekyc_start,SU00061_ekyc,success
U00061,2024-01-07 04:20:00,ekyc_complete,SU00061_ekyc,failed
U00062,2024-04-03 00:30:00,app_install,SU00062_app_,success
U00062,2024-04-03 03:16:00,register_start,SU00062_regi,success
U00062,2024-04-03 11:03:00,register_complete,SU00062_regi,failed
U00063,2024-02-28 01:11:00,app_install,SU00063_app_,success
U00063,2024-02-28 06:08:00,register_start,SU00063_regi,success
U00063,2024-02-28 15:13:00,register_complete,SU00063_regi,success
U00063,2024-02-28 19:15:00,ekyc_start,SU00063_ekyc,success
U00063,2024-02-29 05:28:00,ekyc_complete,SU00063_ekyc,success
U00063,2024-02-29 13:04:00,account_activated,SU00063_acco,success
U00063,2024-04-11 21:00:00,loan_viewed,SU00063_loan,success
U00064,2024-03-09 00:02:00,app_install,SU00064_app_,success
U00064,2024-03-09 09:27:00,register_start,SU00064_regi,success
U00064,2024-03-09 11:20:00,register_complete,SU00064_regi,success
U00064,2024-03-09 22:17:00,ekyc_start,SU00064_ekyc,success
U00064,2024-03-10 07:22:00,ekyc_complete,SU00064_ekyc,success
U00064,2024-03-10 15:12:00,account_activated,SU00064_acco,failed
U00065,2024-01-16 00:28:00,app_install,SU00065_app_,success
U00065,2024-01-16 08:25:00,register_start,SU00065_regi,success
U00065,2024-01-16 18:23:00,register_complete,SU00065_regi,success
U00065,2024-01-17 05:15:00,ekyc_start,SU00065_ekyc,success
U00065,2024-01-17 07:22:00,ekyc_complete,SU00065_ekyc,success
U00065,2024-01-17 11:12:00,account_activated,SU00065_acco,success
U00065,2024-02-21 09:00:00,bill_payment,SU00065_bill,success
U00065,2024-03-03 01:00:00,card_payment,SU00065_card,success
U00066,2024-02-18 00:16:00,app_install,SU00066_app_,success
U00066,2024-02-18 03:24:00,register_start,SU00066_regi,success
U00066,2024-02-18 15:09:00,register_complete,SU00066_regi,success
U00066,2024-02-19 01:04:00,ekyc_start,SU00066_ekyc,success
U00066,2024-02-19 08:27:00,ekyc_complete,SU00066_ekyc,success
U00066,2024-02-19 12:04:00,account_activated,SU00066_acco,failed
U00067,2024-01-11 01:21:00,app_install,SU00067_app_,success
U00067,2024-01-11 12:25:00,register_start,SU00067_regi,success
U00067,2024-01-11 20:19:00,register_complete,SU00067_regi,success
U00067,2024-01-12 05:16:00,ekyc_start,SU00067_ekyc,success
U00067,2024-01-12 06:02:00,ekyc_complete,SU00067_ekyc,success
U00067,2024-01-12 15:27:00,account_activated,SU00067_acco,failed
U00068,2024-03-11 02:17:00,app_install,SU00068_app_,success
U00068,2024-03-11 05:06:00,register_start,SU00068_regi,success
U00068,2024-03-11 17:04:00,register_complete,SU00068_regi,success
U00068,2024-03-12 00:20:00,ekyc_start,SU00068_ekyc,success
U00068,2024-03-12 06:13:00,ekyc_complete,SU00068_ekyc,success
U00068,2024-03-12 13:30:00,account_activated,SU00068_acco,failed
U00069,2024-02-07 02:09:00,app_install,SU00069_app_,success
U00069,2024-02-07 09:10:00,register_start,SU00069_regi,failed
U00070,2024-04-16 01:05:00,app_install,SU00070_app_,success
U00070,2024-04-16 08:29:00,register_start,SU00070_regi,success
U00070,2024-04-16 20:27:00,register_complete,SU00070_regi,success
U00070,2024-04-17 08:11:00,ekyc_start,SU00070_ekyc,success
U00070,2024-04-17 20:18:00,ekyc_complete,SU00070_ekyc,failed
U00071,2024-03-21 02:07:00,app_install,SU00071_app_,success
U00071,2024-03-21 12:22:00,register_start,SU00071_regi,success
U00071,2024-03-21 18:05:00,register_complete,SU00071_regi,failed
U00072,2024-03-20 02:06:00,app_install,SU00072_app_,success
U00072,2024-03-20 11:21:00,register_start,SU00072_regi,success
U00072,2024-03-20 17:25:00,register_complete,SU00072_regi,success
U00072,2024-03-20 23:19:00,ekyc_start,SU00072_ekyc,success
U00072,2024-03-21 09:23:00,ekyc_complete,SU00072_ekyc,failed
U00073,2024-04-23 01:29:00,app_install,SU00073_app_,success
U00073,2024-04-23 10:28:00,register_start,SU00073_regi,success
U00073,2024-04-23 17:17:00,register_complete,SU00073_regi,success
U00073,2024-04-23 19:05:00,ekyc_start,SU00073_ekyc,success
U00073,2024-04-23 20:07:00,ekyc_complete,SU00073_ekyc,failed
U00074,2024-04-20 01:06:00,app_install,SU00074_app_,success
U00074,2024-04-20 06:05:00,register_start,SU00074_regi,success
U00074,2024-04-20 07:10:00,register_complete,SU00074_regi,success
U00074,2024-04-20 11:02:00,ekyc_start,SU00074_ekyc,success
U00074,2024-04-20 17:04:00,ekyc_complete,SU00074_ekyc,failed
U00075,2024-02-16 02:24:00,app_install,SU00075_app_,success
U00075,2024-02-16 11:24:00,register_start,SU00075_regi,success
U00075,2024-02-16 22:08:00,register_complete,SU00075_regi,success
U00075,2024-02-17 07:26:00,ekyc_start,SU00075_ekyc,success
U00075,2024-02-17 19:22:00,ekyc_complete,SU00075_ekyc,success
U00075,2024-02-17 20:13:00,account_activated,SU00075_acco,failed
U00076,2024-03-14 01:22:00,app_install,SU00076_app_,success
U00076,2024-03-14 07:02:00,register_start,SU00076_regi,failed
U00077,2024-01-25 00:07:00,app_install,SU00077_app_,success
U00077,2024-01-25 10:28:00,register_start,SU00077_regi,success
U00077,2024-01-25 18:30:00,register_complete,SU00077_regi,success
U00077,2024-01-26 05:21:00,ekyc_start,SU00077_ekyc,success
U00077,2024-01-26 11:18:00,ekyc_complete,SU00077_ekyc,failed
U00078,2024-03-31 02:25:00,app_install,SU00078_app_,success
U00078,2024-03-31 14:10:00,register_start,SU00078_regi,failed
U00079,2024-01-09 01:22:00,app_install,SU00079_app_,success
U00079,2024-01-09 03:06:00,register_start,SU00079_regi,success
U00079,2024-01-09 15:13:00,register_complete,SU00079_regi,success
U00079,2024-01-09 16:18:00,ekyc_start,SU00079_ekyc,success
