user_id,age_group,city_tier,income_band,acquisition_channel,device_os,registration_date,activation_date,first_txn_date,total_txns,successful_txns,failed_txns,total_amount_vnd,avg_amount_vnd,bill_payment,card_payment,loan_viewed,qr_payment,savings_opened,transfer_initiated,n_features,has_bill_or_savings,is_active_d30,is_active_d60,churn_flag,activated,days_to_first_txn,first_txn_bucket,feature_bucket,failed_txn_bucket,registration_month
U00011,18-24,Tier 1,High,Organic,Android,2024-03-27,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00012,55+,Tier 2,Mid,Organic,Android,2024-04-04,2024-04-05 03:15:00,2024-04-05 15:00:00,19.0,19.0,0.0,109651000.0,5771105.263157895,1,1,0,1,1,1,5,1,True,True,False,1,0.0,Within 7 days,2+ features,0 failed,2024-04
U00013,35-44,Tier 2,High,Branch,Android,2024-04-24,2024-04-25 23:09:00,2024-04-30 14:00:00,6.0,6.0,0.0,250945000.0,41824166.666666664,1,0,0,0,0,1,2,1,False,False,True,1,4.0,Within 7 days,2+ features,0 failed,2024-04
U00014,18-24,Tier 2,Mid,Paid Ads,Android,2024-03-10,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00015,18-24,Tier 1,Mid,Partnership,Android,2024-01-12,2024-01-13 17:19:00,,1.0,0.0,1.0,5869000.0,5869000.0,0,0,0,0,0,0,0,0,False,False,True,1,,No transaction,0 features,1-2 failed,2024-01
U00016,18-24,Tier 1,Low,Partnership,iOS,2024-03-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00017,25-34,Tier 1,Low,Paid Ads,iOS,2024-02-24,2024-02-25 15:05:00,2024-03-05 10:00:00,9.0,8.0,1.0,11387000.0,1265222.2222222222,0,0,1,0,0,0,1,0,True,True,False,1,8.0,After 7 days,1 feature,1-2 failed,2024-02
U00018,25-34,Tier 1,Low,Paid Ads,iOS,2024-01-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00019,25-34,Tier 2,Low,Organic,Android,2024-01-04,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00020,18-24,Tier 3,Low,Paid Ads,Android,2024-01-12,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00021,25-34,Tier 2,Low,Referral,Android,2024-01-28,2024-01-30 00:20:00,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,True,True,False,1,,No transaction,1 feature,0 failed,2024-01
U00022,18-24,Tier 1,Low,Partnership,Android,2024-01-30,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00023,18-24,Tier 3,High,Organic,Android,2024-03-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00024,25-34,Tier 2,Low,Partnership,Android,2024-03-18,2024-03-19 06:11:00,2024-04-09 03:00:00,4.0,4.0,0.0,2151000.0,537750.0,0,0,0,0,0,1,1,0,False,False,True,1,20.0,After 7 days,1 feature,0 failed,2024-03
U00025,25-34,Tier 3,Mid,Organic,Android,2024-01-04,2024-01-05 16:04:00,2024-01-20 16:00:00,3.0,3.0,0.0,18171000.0,6057000.0,0,0,0,0,0,0,0,0,False,False,True,1,14.0,After 7 days,0 features,0 failed,2024-01
U00026,35-44,Tier 2,Low,Partnership,Android,2024-03-12,2024-03-13 14:12:00,2024-03-17 22:00:00,12.0,11.0,1.0,10386000.0,865500.0,1,0,1,0,1,1,4,1,True,True,False,1,4.0,Within 7 days,2+ features,1-2 failed,2024-03
U00027,18-24,Tier 1,High,Referral,Android,2024-01-26,2024-01-27 20:15:00,2024-02-06 04:00:00,6.0,6.0,0.0,168035000.0,28005833.333333332,1,0,0,0,1,0,2,1,True,True,False,1,9.0,After 7 days,2+ features,0 failed,2024-01
U00028,25-34,Tier 1,High,Paid Ads,Android,2024-04-01,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00029,25-34,Tier 2,Mid,Paid Ads,Android,2024-03-24,2024-03-25 20:19:00,2024-04-08 11:00:00,4.0,3.0,1.0,26513000.0,6628250.0,0,1,1,1,0,0,3,0,True,True,False,1,13.0,After 7 days,2+ features,1-2 failed,2024-03
U00030,18-24,Tier 1,Mid,Referral,Android,2024-03-30,2024-03-31 12:28:00,2024-04-21 12:00:00,4.0,4.0,0.0,21117000.0,5279250.0,0,0,0,0,0,0,0,0,True,False,True,1,20.0,After 7 days,0 features,0 failed,2024-03
U00031,25-34,Tier 1,Low,Paid Ads,iOS,2024-03-10,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00032,18-24,Tier 2,High,Branch,Android,2024-02-23,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00033,18-24,Tier 2,High,Organic,iOS,2024-01-29,2024-01-30 07:02:00,2024-03-25 02:00:00,3.0,1.0,2.0,60557000.0,20185666.666666668,0,0,0,0,0,0,0,0,True,False,True,1,54.0,After 7 days,0 features,1-2 failed,2024-01
U00034,45-54,Tier 2,High,Branch,Android,2024-02-27,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00035,55+,Tier 1,Mid,Paid Ads,Android,2024-03-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00036,35-44,Tier 1,Mid,Partnership,iOS,2024-02-05,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00037,25-34,Tier 2,High,Referral,Android,2024-04-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00038,18-24,Tier 3,Low,Paid Ads,Android,2024-04-21,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00039,35-44,Tier 2,Mid,Partnership,iOS,2024-01-01,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00040,25-34,Tier 3,Low,Referral,Android,2024-04-07,2024-04-08 07:23:00,2024-04-23 09:00:00,9.0,9.0,0.0,9548000.0,1060888.888888889,1,0,0,0,1,0,2,1,True,True,False,1,15.0,After 7 days,2+ features,0 failed,2024-04
U00041,18-24,Tier 2,High,Paid Ads,Android,2024-04-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00042,25-34,Tier 2,Low,Organic,iOS,2024-01-21,2024-01-22 10:05:00,2024-01-25 07:00:00,11.0,11.0,0.0,12991000.0,1181000.0,1,0,0,1,1,1,4,1,True,True,False,1,2.0,Within 7 days,2+ features,0 failed,2024-01
U00043,18-24,Tier 1,Low,Organic,iOS,2024-03-30,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00044,45-54,Tier 2,Mid,Paid Ads,Android,2024-02-24,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00045,18-24,Tier 2,Mid,Paid Ads,Android,2024-02-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00046,35-44,Tier 2,Mid,Paid Ads,iOS,2024-02-05,2024-02-06 04:04:00,2024-02-07 10:00:00,5.0,5.0,0.0,21970000.0,4394000.0,0,1,0,0,0,1,2,0,True,True,False,1,1.0,Within 7 days,2+ features,0 failed,2024-02
U00047,25-34,Tier 2,Low,Organic,Android,2024-01-20,2024-01-21 11:28:00,2024-01-24 20:00:00,11.0,8.0,3.0,10138000.0,921636.3636363636,0,0,1,1,1,1,4,1,True,True,False,1,3.0,Within 7 days,2+ features,3+ failed,2024-01
U00048,25-34,Tier 2,Low,Referral,Android,2024-01-28,2024-01-29 16:12:00,2024-02-05 10:00:00,14.0,13.0,1.0,13481000.0,962928.5714285715,1,1,0,1,0,0,3,1,True,True,False,1,6.0,Within 7 days,2+ features,1-2 failed,2024-01
U00049,25-34,Tier 1,Mid,Referral,Android,2024-04-07,2024-04-08 09:29:00,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,1,,No transaction,0 features,0 failed,2024-04
U00050,18-24,Tier 2,High,Paid Ads,iOS,2024-02-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00051,55+,Tier 1,High,Partnership,Android,2024-01-14,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00052,35-44,Tier 3,Mid,Partnership,iOS,2024-01-12,2024-01-14 00:27:00,2024-01-25 21:00:00,7.0,6.0,1.0,42452000.0,6064571.428571428,0,0,0,0,0,1,1,0,False,False,True,1,11.0,After 7 days,1 feature,1-2 failed,2024-01
U00053,45-54,Tier 1,High,Organic,Android,2024-02-18,2024-02-19 16:23:00,2024-02-25 16:00:00,8.0,7.0,1.0,216219000.0,27027375.0,0,1,0,0,1,1,3,1,True,True,False,1,5.0,Within 7 days,2+ features,1-2 failed,2024-02
U00054,45-54,Tier 1,Mid,Partnership,Android,2024-01-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00055,25-34,Tier 1,Mid,Paid Ads,iOS,2024-02-15,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00056,45-54,Tier 2,Mid,Paid Ads,iOS,2024-04-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00057,18-24,Tier 1,Mid,Organic,Android,2024-02-14,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00058,18-24,Tier 1,Mid,Paid Ads,Android,2024-03-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00059,18-24,Tier 2,Mid,Organic,iOS,2024-02-03,2024-02-04 19:20:00,2024-03-03 17:00:00,3.0,2.0,1.0,15215000.0,5071666.666666667,0,0,1,1,0,0,2,0,True,False,True,1,27.0,After 7 days,2+ features,1-2 failed,2024-02
U00060,25-34,Tier 1,Mid,Referral,Android,2024-04-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00061,25-34,Tier 3,Low,Organic,Android,2024-01-06,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00062,18-24,Tier 3,Low,Organic,Android,2024-04-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00063,35-44,Tier 2,Mid,Organic,iOS,2024-02-28,2024-02-29 13:04:00,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,False,False,True,1,,No transaction,1 feature,0 failed,2024-02
U00064,25-34,Tier 1,Low,Organic,iOS,2024-03-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00065,18-24,Tier 2,Low,Organic,iOS,2024-01-16,2024-01-17 11:12:00,2024-01-19 08:00:00,7.0,7.0,0.0,5756000.0,822285.7142857143,1,1,0,0,0,0,2,1,True,True,False,1,1.0,Within 7 days,2+ features,0 failed,2024-01
U00066,25-34,Tier 1,Mid,Paid Ads,Android,2024-02-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00067,18-24,Tier 2,Mid,Organic,Android,2024-01-11,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00068,35-44,Tier 1,Mid,Paid Ads,Android,2024-03-11,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00069,18-24,Tier 3,Mid,Organic,Android,2024-02-07,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00070,55+,Tier 1,High,Branch,Android,2024-04-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00071,35-44,Tier 2,High,Branch,Android,2024-03-21,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00072,18-24,Tier 2,High,Organic,Android,2024-03-20,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00073,18-24,Tier 2,Mid,Paid Ads,Android,2024-04-23,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00074,35-44,Tier 1,Mid,Organic,iOS,2024-04-20,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00075,35-44,Tier 3,High,Branch,iOS,2024-02-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00076,35-44,Tier 2,Low,Paid Ads,Android,2024-03-14,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00077,35-44,Tier 2,Low,Organic,Android,2024-01-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00078,18-24,Tier 1,Mid,Referral,Android,2024-03-31,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00079,25-34,Tier 2,Low,Organic,iOS,2024-01-09,2024-01-10 02:15:00,2024-01-12 10:00:00,8.0,6.0,2.0,8831000.0,1103875.0,0,0,0,1,0,1,2,0,True,False,True,1,2.0,Within 7 days,2+ features,1-2 failed,2024-01
U00080,18-24,Tier 1,High,Referral,Android,2024-01-06,2024-01-07 16:18:00,2024-01-13 17:00:00,8.0,8.0,0.0,260370000.0,32546250.0,1,1,0,0,1,1,4,1,False,False,True,1,6.0,Within 7 days,2+ features,0 failed,2024-01
U00081,45-54,Tier 1,Mid,Paid Ads,iOS,2024-03-25,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00082,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-30,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00083,25-34,Tier 3,Mid,Referral,Android,2024-04-08,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00084,18-24,Tier 1,Mid,Organic,iOS,2024-02-07,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00085,25-34,Tier 1,Low,Organic,Android,2024-01-11,2024-01-12 17:06:00,2024-01-17 08:00:00,7.0,7.0,0.0,5835000.0,833571.4285714285,0,1,0,0,0,0,1,0,False,False,True,1,4.0,Within 7 days,1 feature,0 failed,2024-01
U00086,25-34,Tier 2,Mid,Organic,Android,2024-04-19,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00087,35-44,Tier 2,Mid,Partnership,Android,2024-01-30,2024-01-31 06:06:00,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,False,False,True,1,,No transaction,1 feature,0 failed,2024-01
U00088,25-34,Tier 1,Mid,Organic,Android,2024-04-20,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00089,45-54,Tier 2,Mid,Paid Ads,Android,2024-01-13,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00090,25-34,Tier 1,Low,Referral,Android,2024-02-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00091,18-24,Tier 1,Low,Organic,iOS,2024-02-05,2024-02-06 05:20:00,2024-03-05 03:00:00,8.0,8.0,0.0,9361000.0,1170125.0,1,0,0,1,0,0,2,1,False,False,True,1,27.0,After 7 days,2+ features,0 failed,2024-02
U00092,35-44,Tier 1,Low,Paid Ads,iOS,2024-02-28,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00093,35-44,Tier 3,Mid,Paid Ads,iOS,2024-03-22,2024-03-23 03:04:00,2024-03-23 13:00:00,11.0,11.0,0.0,56049000.0,5095363.636363637,0,1,1,0,0,1,3,0,True,True,False,1,0.0,Within 7 days,2+ features,0 failed,2024-03
U00094,25-34,Tier 1,High,Referral,Android,2024-04-16,2024-04-16 21:25:00,2024-04-17 10:00:00,12.0,12.0,0.0,287631000.0,23969250.0,1,0,0,1,1,0,3,1,True,False,True,1,0.0,Within 7 days,2+ features,0 failed,2024-04
U00095,35-44,Tier 1,High,Paid Ads,Android,2024-02-16,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00096,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-21,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00097,25-34,Tier 3,Mid,Referral,Android,2024-02-17,2024-02-18 17:21:00,2024-02-21 21:00:00,6.0,5.0,1.0,36768000.0,6128000.0,1,1,1,0,0,1,4,1,True,True,False,1,3.0,Within 7 days,2+ features,1-2 failed,2024-02
U00098,25-34,Tier 1,Mid,Paid Ads,Android,2024-02-15,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00099,18-24,Tier 1,Low,Paid Ads,iOS,2024-01-27,2024-01-28 10:05:00,2024-01-31 12:00:00,12.0,12.0,0.0,13665000.0,1138750.0,0,1,0,1,0,1,3,0,True,False,True,1,3.0,Within 7 days,2+ features,0 failed,2024-01
U00100,18-24,Tier 1,Low,Organic,Android,2024-03-26,2024-03-27 09:26:00,2024-03-31 11:00:00,5.0,5.0,0.0,7967000.0,1593400.0,0,1,0,1,0,0,2,0,True,True,False,1,4.0,Within 7 days,2+ features,0 failed,2024-03
U00101,18-24,Tier 1,High,Paid Ads,iOS,2024-02-04,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00102,25-34,Tier 2,Mid,Organic,Android,2024-03-30,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00103,25-34,Tier 2,High,Organic,Android,2024-03-28,2024-03-30 02:08:00,2024-04-08 00:00:00,1.0,1.0,0.0,5440000.0,5440000.0,0,0,0,0,1,0,1,1,False,False,True,1,8.0,After 7 days,1 feature,0 failed,2024-03
U00104,25-34,Tier 1,Mid,Paid Ads,Android,2024-03-23,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00105,45-54,Tier 1,Mid,Partnership,Android,2024-01-10,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00106,18-24,Tier 1,Low,Partnership,Android,2024-03-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00107,25-34,Tier 1,Low,Organic,iOS,2024-03-22,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00108,35-44,Tier 1,Mid,Referral,iOS,2024-01-22,2024-01-23 09:21:00,2024-01-31 05:00:00,8.0,8.0,0.0,43755000.0,5469375.0,0,0,0,1,0,1,2,0,True,True,False,1,7.0,Within 7 days,2+ features,0 failed,2024-01
U00109,18-24,Tier 2,Mid,Paid Ads,Android,2024-03-09,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00110,18-24,Tier 3,Low,Organic,Android,2024-04-03,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-04
U00111,18-24,Tier 3,Low,Partnership,iOS,2024-02-01,2024-02-02 01:21:00,2024-02-11 11:00:00,11.0,10.0,1.0,10225000.0,929545.4545454546,1,0,0,1,0,1,3,1,False,False,True,1,9.0,After 7 days,2+ features,1-2 failed,2024-02
U00112,18-24,Tier 3,Low,Paid Ads,iOS,2024-01-21,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00113,45-54,Tier 2,Mid,Branch,Android,2024-02-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00114,35-44,Tier 2,Mid,Organic,iOS,2024-02-18,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00115,25-34,Tier 1,Low,Organic,Android,2024-02-04,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00116,45-54,Tier 2,Low,Partnership,Android,2024-03-22,2024-03-23 00:23:00,2024-03-29 03:00:00,6.0,6.0,0.0,5715000.0,952500.0,1,0,1,1,0,1,4,1,True,True,False,1,6.0,Within 7 days,2+ features,0 failed,2024-03
U00117,35-44,Tier 2,Low,Paid Ads,Android,2024-03-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00118,18-24,Tier 2,Mid,Partnership,Android,2024-03-12,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00119,45-54,Tier 2,Low,Organic,Android,2024-01-29,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-01
U00120,25-34,Tier 1,Mid,Paid Ads,Android,2024-03-28,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-03
U00121,35-44,Tier 1,Low,Paid Ads,iOS,2024-02-11,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,False,False,True,0,,No transaction,0 features,0 failed,2024-02
U00122,45-54,Tier 3,Low,Organic,iOS,2024-04-17,2024-04-18 04:20:00,2024-04-29 19:00:00,11.0,11.0,0.0,11592000.0,1053818.1818181819,1,1,0,1,1,1,5,1,True,True,False,1,11.0,After 7 days,2+ features,0 failed,2024-04
U00123,25-34,Tier 1,High,Paid Ads,iOS,2024-04-08,2024-04-09 04:16:00,2024-04-18 03:00:00,9.0,9.0,0.0,216450000.0,24050000.0,0,1,1,0,0,0,2,0,False,False,True,1,8.0,After 7 days,2+ features,0 failed,2024-04
